gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000156587,0.891472868217054,0.0755813953488372,0.0329457364341085,27.05,622.919633833913,8.03079977170773e-05,0.961837640032025,0.939978624418392,4.1896641711503e-10
ENSG00000126709,0.854651162790698,0.131782945736434,0.0135658914728682,45.93,912.616388576425,0.000225333961662022,0.907722916442562,0.876257047650955,0
ENSG00000142089,0.843023255813954,0.104651162790698,0.0523255813953488,57.64,636.276945781212,0.000307829799904402,0.938458300487472,0.818470681100277,1.3697654122069e-10
ENSG00000132274,0.837209302325582,0.127906976744186,0.0348837209302325,98.17,807.818902032881,0.000358900559697006,0.912703198208783,0.52189445104641,0
ENSG00000137959,0.835271317829457,0.122093023255814,0.0426356589147287,99.34,1176.99332330384,0.000377603235163893,0.919793354433946,0.512061140358026,0
ENSG00000068079,0.827519379844961,0.153100775193798,0.0193798449612403,59.09,688.70177479683,0.000461832882658886,0.876538927194917,0.810293031868639,1.27287069773274e-12
ENSG00000135899,0.815891472868217,0.156976744186047,0.0271317829457364,67.06,590.453066863777,0.000621255928765829,0.870156124346305,0.761431772926916,5.597765029286e-09
ENSG00000160932,0.796511627906977,0.184108527131783,0.0193798449612403,76.11,497.003516168758,0.00100360422733703,0.81912414716112,0.69849650838881,3.64052995893704e-06
ENSG00000137965,0.794573643410853,0.180232558139535,0.0251937984496125,104.36,916.184647309296,0.00105185554202236,0.827098284755023,0.469861595988422,0
ENSG00000187608,0.794573643410853,0.187984496124031,0.0174418604651163,56.85,923.069164092501,0.00105185554202236,0.810923390904642,0.822831788475124,0
ENSG00000183486,0.790697674418605,0.13953488372093,0.0697674418604652,72.67,857.328757178714,0.00115479847592281,0.89713712075482,0.723282056382112,0
ENSG00000055332,0.786821705426357,0.147286821705426,0.0658914728682171,56.69,462.76,0.00126689425922344,0.885695520983898,0.823706925161607,2.71897439644286e-05
ENSG00000132109,0.784883720930233,0.160852713178295,0.0542635658914729,54.99,412.254725067554,0.00132659716974337,0.86354840072188,0.832835779232485,0.000371457684356091
ENSG00000123609,0.781007751937985,0.203488372093023,0.0155038759689922,109.44,484.842629653856,0.00145378397835183,0.775891678686602,0.427501736137951,7.60146033518261e-06
ENSG00000239713,0.779069767441861,0.155038759689923,0.065891472868217,78.64,531.321684996425,0.00152146535333386,0.873375534415269,0.679654138421864,3.99473673251549e-07
ENSG00000115415,0.773255813953488,0.203488372093023,0.0232558139534883,65.37,614.03629125393,0.00174211259836132,0.775891678686602,0.772333056866437,8.6669749155277e-10
ENSG00000132530,0.767441860465116,0.158914728682171,0.0736434108527131,76,839.017862650237,0.00199151037321277,0.86688047834376,0.699304327050139,0
ENSG00000221963,0.757751937984496,0.197674418604651,0.0445736434108527,106.63,535.232703725593,0.00248002761214994,0.789441174120788,0.450861698780937,3.06708106911913e-07
ENSG00000100342,0.755813953488372,0.195736434108527,0.0484496124031008,77.83,539.402899984405,0.00258985933234646,0.793848569453717,0.685740383403264,2.30748292695537e-07
ENSG00000185201,0.755813953488372,0.106589147286822,0.137596899224806,47.77,486.641275696978,0.00258985933234646,0.936569195255818,0.86814772344555,6.82772416649158e-06
ENSG00000185507,0.751937984496124,0.224806201550388,0.0232558139534884,71.91,639.46839623006,0.00282280385389333,0.722199021432399,0.7286202118589,1.04401709499768e-10
ENSG00000184371,0.75,0.172480620155039,0.0775193798449612,84.58,337.25,0.0029462232515145,0.84236293807917,0.633627718212903,0.00844665892805363
