gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000136628,0.927272727272727,0.0363636363636364,0.0363636363636364,1.69,60.7,0.00149074916222802,0.97757753015532,0.926712576324038,0.00097663590407282
ENSG00000065135,0.909090909090909,0.0727272727272727,0.0181818181818182,3.1,50.9,0.00201167981024519,0.961329940088243,0.90475417662502,0.00971938465759037
ENSG00000153827,0.909090909090909,0.0363636363636364,0.0545454545454546,1.29,48.58,0.00201167981024519,0.97757753015532,0.932175791853624,0.015501543834705
ENSG00000198380,0.909090909090909,0.0545454545454545,0.0363636363636364,0.6,57.69,0.00201167981024519,0.970367284734234,0.940853848051252,0.0020933253400186
ENSG00000084073,0.890909090909091,0.0909090909090909,0.0181818181818182,3,51.29,0.00269285915848139,0.950163955008124,0.906455605826937,0.00896011169572686
ENSG00000095139,0.890909090909091,0.109090909090909,4.16333634234434e-17,3.29,49.4,0.00269285915848139,0.936564589541366,0.901458881382258,0.0131875113467157
ENSG00000108582,0.890909090909091,0.0909090909090909,0.0181818181818182,5.3,61.5,0.00269285915848139,0.950163955008124,0.861396093729223,0.000790723730444309
ENSG00000110768,0.890909090909091,0.0909090909090909,0.0181818181818182,4.29,45.49,0.00269285915848139,0.950163955008124,0.882734279192122,0.0275983204647541
ENSG00000117500,0.890909090909091,0.0545454545454545,0.0545454545454546,2.09,54.88,0.00269285915848139,0.970367284734234,0.920918927480868,0.0040754048663566
ENSG00000120697,0.890909090909091,0.109090909090909,4.16333634234434e-17,3.79,39.47,0.00269285915848139,0.936564589541366,0.892389811575053,0.0734844752776094
ENSG00000125977,0.890909090909091,0.0727272727272727,0.0363636363636364,1.99,54.2,0.00269285915848139,0.961329940088243,0.922398870342044,0.00475704497242657
ENSG00000137500,0.890909090909091,0.0909090909090909,0.0181818181818182,3.4,53.79,0.00269285915848139,0.950163955008124,0.899513330539624,0.00521555153751974
ENSG00000141367,0.890909090909091,0.0363636363636364,0.0727272727272728,1.7,48.5,0.00269285915848139,0.97757753015532,0.926571804703541,0.0157449269566575
ENSG00000143155,0.890909090909091,0.0545454545454545,0.0545454545454546,1.9,35.89,0.00269285915848139,0.970367284734234,0.923712753756995,0.12047784924809
ENSG00000144224,0.890909090909091,0.0909090909090909,0.0181818181818182,2.79,44.4,0.00269285915848139,0.950163955008124,0.909955357092242,0.0334185442563085
ENSG00000154511,0.890909090909091,0.109090909090909,4.16333634234434e-17,6.1,62.99,0.00269285915848139,0.936564589541366,0.842719892763634,0.00052850730910059
ENSG00000182827,0.890909090909091,0.0909090909090909,0.0181818181818182,1.6,54.6,0.00269285915848139,0.950163955008124,0.927970245516301,0.00434471827151373
ENSG00000242247,0.890909090909091,0.0727272727272727,0.0363636363636364,1,58.59,0.00269285915848139,0.961329940088243,0.935935901997236,0.00167547968235737
ENSG00000115514,0.872727272727273,0.0909090909090909,0.0363636363636364,3.28,50.5,0.00357586605929405,0.950163955008124,0.901634372655776,0.0105559358310249
ENSG00000119812,0.872727272727273,0.0909090909090909,0.0363636363636364,3.2,50.85,0.00357586605929405,0.950163955008124,0.903030069536449,0.00982068247203749
ENSG00000136643,0.872727272727273,0.0909090909090909,0.0363636363636364,1.6,47.58,0.00357586605929405,0.950163955008124,0.927970245516301,0.0187876517486861
ENSG00000137996,0.872727272727273,0.0545454545454545,0.0727272727272728,2.3,56.19,0.00357586605929405,0.970367284734234,0.917741614989285,0.00300365798391911
ENSG00000166266,0.872727272727273,0.0909090909090909,0.0363636363636364,1.5,53.07,0.00357586605929405,0.950163955008124,0.929348176075901,0.00611657297265789
ENSG00000067955,0.854545454545455,0.109090909090909,0.0363636363636364,4.08,43.49,0.00471058364254962,0.936564589541366,0.886861835501318,0.0390199233022587
ENSG00000068878,0.854545454545455,0.109090909090909,0.0363636363636364,2.6,46.88,0.00471058364254962,0.936564589541366,0.913037117670004,0.0214257300561911
ENSG00000101166,0.854545454545455,0.109090909090909,0.0363636363636364,3.4,44.59,0.00471058364254962,0.936564589541366,0.899513330539624,0.0323368280116161
