gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000142875,0.261627906976744,0.658914728682171,0.0794573643410853,266.230737171102,110.65,0.77893040959273,0.00217110995419223,0.00024247386274634,0.72053016551282
ENSG00000100422,0.273255813953488,0.647286821705426,0.0794573643410852,264.65,94.1868716318944,0.753240247389026,0.00289021744592533,0.000274531459041105,0.788273744126974
ENSG00000085788,0.298449612403101,0.624031007751938,0.0775193798449613,172.387081180925,97.93,0.692523552246744,0.00500311207188953,0.065511032919512,0.773772555090465
ENSG00000168118,0.319767441860465,0.622093023255814,0.0581395348837209,198.786522129873,131.23,0.636554924386053,0.00522984358068368,0.019378362640602,0.62337885034408
ENSG00000113391,0.224806201550388,0.618217054263566,0.156976744186047,242.61927558764,67.17,0.849468289023313,0.00571090235116767,0.00139010813253371,0.875946693759889
ENSG00000130939,0.255813953488372,0.618217054263566,0.125968992248062,164.6,80.86,0.791178725460483,0.00571090235116767,0.0891706184670523,0.835299395788713
ENSG00000182670,0.339147286821705,0.614341085271318,0.0465116279069768,252.35,133.04,0.582967816310262,0.00623084103638461,0.000696163615619194,0.614327586929696
ENSG00000115993,0.337209302325581,0.61046511627907,0.0523255813953489,205.517197984497,109.66,0.588414790306939,0.00679227164863372,0.013598168171155,0.724882471069051
ENSG00000152133,0.238372093023256,0.608527131782946,0.153100775193799,206.26,70.18,0.825444264250723,0.00708939735220149,0.0130624045903849,0.867674040745947
ENSG00000166783,0.294573643410853,0.608527131782946,0.0968992248062015,163.28,85.37,0.702280523580676,0.00708939735220149,0.0937442056503388,0.820203423706076
ENSG00000121057,0.321705426356589,0.602713178294574,0.0755813953488372,213.53,132.88,0.631296055068313,0.00805069374487222,0.0087116382740291,0.615130292970906
ENSG00000153561,0.339147286821705,0.60077519379845,0.0600775193798451,172.53,103.96,0.582967816310262,0.00839566808812831,0.0651274607718966,0.749272817727171
ENSG00000035115,0.335271317829457,0.598837209302326,0.0658914728682172,215.4,115.45,0.593844777463076,0.0087535519799723,0.00782270806232677,0.698966971305493
ENSG00000116251,0.298449612403101,0.598837209302326,0.102713178294574,199.87,109.86,0.692523552246744,0.0087535519799723,0.0183265369582525,0.72400591420946
ENSG00000175662,0.319767441860465,0.596899224806202,0.0833333333333334,195.6,119.42,0.636554924386053,0.00912474088887527,0.0227735029809862,0.680585792123244
ENSG00000183723,0.255813953488372,0.594961240310077,0.14922480620155,262.84,91.83,0.791178725460483,0.00950963858829112,0.000316069411127162,0.797118434502002
ENSG00000063046,0.224806201550388,0.593023255813954,0.182170542635659,175.72,71.22,0.849468289023313,0.00990865717321754,0.0570117731515464,0.86472927075517
ENSG00000122042,0.362403100775194,0.593023255813954,0.0445736434108527,212.211347568019,110.97,0.516656391351496,0.00990865717321754,0.00939059881411386,0.719116243016959
ENSG00000125827,0.354651162790698,0.59108527131783,0.0542635658914729,212.57,125.02,0.538903995277784,0.0103222170693686,0.00920149655311297,0.65389380161922
ENSG00000126351,0.292635658914729,0.59108527131783,0.116279069767442,216.41,117.04,0.707105442072497,0.0103222170693686,0.0073766010266475,0.691662331798917
ENSG00000140948,0.35077519379845,0.59108527131783,0.0581395348837209,196,124.19,0.549986658390779,0.0103222170693686,0.0223215399055422,0.65790261328214
ENSG00000114302,0.217054263565891,0.589147286821706,0.193798449612403,179.68,78.82,0.862157749170023,0.0107507470346759,0.0480694832356017,0.841849819265296
ENSG00000152642,0.253875968992248,0.589147286821706,0.156976744186046,277.656761497605,116.31,0.795170910162381,0.0107507470346759,9.57882456504855e-05,0.695025699820713
ENSG00000021574,0.335271317829457,0.587209302325582,0.0775193798449613,167.02,124.08,0.593844777463076,0.0111946841528359,0.0812203583502019,0.658432580369658
ENSG00000100485,0.248062015503876,0.585271317829457,0.166666666666667,170.99,69.88,0.80687208005285,0.0116544738186225,0.0693534125276164,0.868515220484757
ENSG00000143486,0.282945736434109,0.585271317829457,0.131782945736434,138.21,99.98,0.730668156577321,0.0116544738186225,0.214938481149583,0.765598680222912
ENSG00000088812,0.312015503875969,0.583333333333333,0.104651162790698,150.198526945971,99.77,0.657325452477061,0.0121305697146861,0.148659352225636,0.766443445962748
ENSG00000165516,0.23062015503876,0.583333333333333,0.186046511627907,177.604252994897,72.54,0.839455756704286,0.0121305697146861,0.0526057648544056,0.860927417609734
ENSG00000101190,0.337209302325581,0.581395348837209,0.0813953488372093,191.09,113.435988347806,0.588414790306939,0.0126234337795601,0.0284247376346229,0.708105818786759
ENSG00000144426,0.302325581395349,0.581395348837209,0.116279069767442,178.34,118.94,0.682628421500839,0.0126234337795601,0.0509605071677367,0.682833154208788
ENSG00000162688,0.368217054263566,0.581395348837209,0.0503875968992248,143.750772382058,112.08,0.499932761753796,0.0126234337795601,0.182404745769668,0.714185074343892
ENSG00000166260,0.344961240310078,0.581395348837209,0.0736434108527132,165.892247080817,125.45,0.566535161045749,0.0126234337795601,0.0848560986928431,0.65181011091033
ENSG00000171634,0.333333333333333,0.581395348837209,0.0852713178294574,169,123.61,0.599256773345277,0.0126234337795601,0.0751232432081679,0.660693457629095
ENSG00000137942,0.381782945736434,0.579457364341085,0.0387596899224806,186.580444781818,140.44,0.460962170360442,0.013133536166603,0.035196400920382,0.57672164995632
ENSG00000152102,0.306201550387597,0.579457364341085,0.114341085271318,164.68,109.34,0.672601013622382,0.013133536166603,0.0888988642002554,0.726282104141233
ENSG00000110429,0.35077519379845,0.577519379844961,0.0717054263565892,164.64,117.21,0.549986658390779,0.0136613551936025,0.0890346641610577,0.690876752523298
ENSG00000138078,0.368217054263566,0.577519379844961,0.0542635658914729,210.32,129.58,0.499932761753796,0.0136613551936025,0.0104450906454803,0.631571457223265
ENSG00000149474,0.267441860465116,0.577519379844961,0.155038759689922,166.51,117.94,0.7662809800902,0.0136613551936025,0.0828497095570809,0.687493487473259
ENSG00000110066,0.35077519379845,0.575581395348837,0.0736434108527132,168.88,108.17,0.549986658390779,0.0142073772827765,0.0754825374303363,0.731369336535281
ENSG00000136636,0.36046511627907,0.575581395348837,0.063953488372093,145.910059062487,145.76,0.522225880660773,0.0142073772827765,0.17060657443149,0.549225489207324
ENSG00000103197,0.321705426356589,0.573643410852713,0.104651162790698,128.58,111.49,0.631296055068313,0.014772096890907,0.27882440298423,0.716811270255406
ENSG00000167106,0.277131782945736,0.573643410852713,0.14922480620155,212.154804101652,115.54,0.744334649087811,0.014772096890907,0.00942071994123772,0.698555589690193
