gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000000003,0.368217054263566,0.542635658914729,0.0891472868217055,188.703680624913,168.41,0.499932761753796,0.0267834315021658,0.031859082288044,0.431126127866888
ENSG00000000005,0.282945736434109,0.265503875968992,0.451550387596899,75.019097125338,150.54,0.730668156577321,0.605165670352041,0.706464266096116,0.524313134678887
ENSG00000000419,0.488372093023256,0.385658914728682,0.125968992248062,105.062287444237,175.57,0.193035541363516,0.246409483474022,0.463974071852218,0.394557055888572
ENSG00000000457,0.542635658914729,0.356589147286822,0.10077519379845,85.43,174.11,0.104172309753358,0.324421206409177,0.62686185743015,0.401949955445486
ENSG00000000460,0.443798449612403,0.492248062015504,0.063953488372093,173.56,196.107932808009,0.292778648017203,0.0629024173452514,0.0624144317261074,0.295647857168439
ENSG00000000938,0.637596899224806,0.168604651162791,0.193798449612403,84.19,308.76149010169,0.0260068307605202,0.849652693628537,0.636718353388651,0.0219420575180895
ENSG00000000971,0.64922480620155,0.281007751937985,0.0697674418604651,155.39,357.584606998339,0.021337098419172,0.557181953326675,0.124728036205903,0.00395542174080876
ENSG00000001036,0.364341085271318,0.335271317829457,0.300387596899225,114.95,130.77,0.511083649993095,0.387298896789632,0.382498323354167,0.625668623279287
ENSG00000001084,0.441860465116279,0.356589147286822,0.201550387596899,104.28,179.64,0.29760269139326,0.324421206409177,0.470532706883368,0.374155369564313
ENSG00000001167,0.416666666666667,0.395348837209302,0.187984496124031,87.33,123.77,0.363318563583738,0.222835319212866,0.611598818146904,0.659924441524533
ENSG00000001460,0.364341085271318,0.447674418604651,0.187984496124031,129.12,136.16,0.511083649993095,0.119501441110317,0.275011985148922,0.598580926734742
ENSG00000001461,0.374031007751938,0.546511627906977,0.0794573643410853,207.44,142.19,0.483209250328994,0.0249365434967112,0.0122488150827826,0.567711279514026
ENSG00000001497,0.443798449612403,0.412790697674419,0.143410852713178,124.56,143.732358409809,0.292778648017203,0.183812961734658,0.307985398895272,0.55974054632512
ENSG00000001561,0.422480620155039,0.406976744186047,0.170542635658915,185.671295259937,186.91,0.347701119668241,0.196320686547024,0.0367105768133228,0.338608301494848
ENSG00000001617,0.538759689922481,0.203488372093023,0.257751937984496,97.53,244.43,0.109315669719725,0.775891678686602,0.527268104620444,0.120791334275265
ENSG00000001626,0.292635658914729,0.416666666666667,0.290697674418605,228.33,158.84,0.707105442072497,0.175756793979266,0.00357544257265174,0.480885779260745
ENSG00000001629,0.449612403100775,0.282945736434109,0.267441860465116,72.0664866908201,133.7,0.278528859115945,0.551109174356683,0.727525274489982,0.611011281621425
ENSG00000001630,0.124031007751938,0.0949612403100775,0.781007751937985,28.6,71.772314645193,0.960878935663052,0.947252702732625,0.935984159578834,0.863147256553332
ENSG00000001631,0.122093023255814,0.102713178294574,0.775193798449612,25.2,31.91,0.962047369337932,0.940303178148932,0.944487683033738,0.947130024112336
ENSG00000002016,0.447674418604651,0.317829457364341,0.234496124031008,64.86,177.06,0.283241091660145,0.441136149473901,0.77556685699042,0.387051221129385
ENSG00000002330,0.375968992248062,0.486434108527132,0.137596899224806,134.170827658424,123.27,0.477639852860171,0.0688031270560738,0.240644949474865,0.662325393027385
ENSG00000002549,0.680232558139535,0.166666666666667,0.153100775193798,59.78,438.004007348159,0.0122079003331901,0.853211976865936,0.806323271588763,0.000103175159287261
ENSG00000002586,0.412790697674419,0.48062015503876,0.106589147286822,146.74,201.86,0.373859813063368,0.0751217205869796,0.166204829044134,0.270124076878622
ENSG00000002587,0.50968992248062,0.253875968992248,0.236434108527132,183.37,254.52,0.153742058886671,0.640174547416708,0.0407824802983106,0.0962121639231434
ENSG00000002726,0.401162790697674,0.290697674418605,0.308139534883721,120.39,205.22,0.406024489290488,0.526712271067387,0.339569836078505,0.255742357692814
ENSG00000002745,0.418604651162791,0.187984496124031,0.393410852713178,71.44,219.44,0.358085932754597,0.810923390904642,0.731895564204761,0.199580100929353
ENSG00000002746,0.381782945736434,0.251937984496124,0.366279069767442,98.26,168.43,0.460962170360442,0.645905517707778,0.521138439115806,0.431022996202935
ENSG00000002822,0.125968992248062,0.112403100775194,0.761627906976744,17.1,39.5311544133622,0.959681385997936,0.930630513017717,0.961168237692299,0.935446982697828
ENSG00000002834,0.406976744186047,0.468992248062016,0.124031007751938,139.64,156.39,0.389847850788125,0.0890726526710771,0.206234581492285,0.493704248653556
ENSG00000002919,0.521317829457364,0.277131782945736,0.201550387596899,78.98,159.47,0.134714283367968,0.569285900421977,0.677084822988205,0.477592262804706
ENSG00000002933,0.536821705426357,0.209302325581395,0.253875968992248,84.95,269.571171876827,0.111954697902735,0.761860258872925,0.630687539963372,0.0666853076355985
ENSG00000003056,0.47093023255814,0.288759689922481,0.24031007751938,85.74,139.681661270285,0.229356339101228,0.53282452011985,0.624384412614354,0.580614032334413
ENSG00000003096,0.372093023255814,0.412790697674419,0.215116279069767,175.584472628016,170.84,0.488781926048611,0.183812961734658,0.0573395587424279,0.418632059259048
ENSG00000003137,0.472868217054264,0.375968992248062,0.151162790697674,183.62,219.21,0.225140804197597,0.271258331087892,0.0403231116995487,0.20042504668803
ENSG00000003147,0.325581395348837,0.455426356589147,0.218992248062016,166.71,134.236667173981,0.620705128952297,0.107684032364432,0.0822078414813825,0.608308700068083
ENSG00000003249,0.432170542635659,0.410852713178295,0.156976744186047,123.42,186.46,0.322248220878175,0.187925936559896,0.316492354001561,0.340771152376081
ENSG00000003393,0.408914728682171,0.428294573643411,0.162790697674419,111.79,149.55,0.384496266059521,0.152954971498868,0.408155659249598,0.529483873263127
ENSG00000003400,0.62015503875969,0.26937984496124,0.11046511627907,88.89,297.25,0.0345913736967767,0.593288607590689,0.598935721398447,0.0311508424311627
ENSG00000003402,0.60077519379845,0.337209302325581,0.0620155038759691,115.69,292.79,0.0467271666627678,0.3814289078377,0.376559279284477,0.0354889687050974
ENSG00000003436,0.596899224806202,0.356589147286822,0.0465116279069768,227.16,337.95927215743,0.0495230060706144,0.324421206409177,0.00384869236563745,0.00823504447651846
ENSG00000003509,0.436046511627907,0.383720930232558,0.180232558139535,106.68,166.57,0.312287793725131,0.251279731080376,0.450444302126785,0.440633434649414
ENSG00000003756,0.408914728682171,0.36046511627907,0.23062015503876,90.0550416816826,161.28,0.384496266059521,0.313448458837769,0.589409569745253,0.468139226879953
ENSG00000003987,0.420542635658915,0.284883720930233,0.294573643410853,125.78,174.49,0.352879825655708,0.545024397736453,0.298994489281555,0.400022279553352
ENSG00000003989,0.459302325581395,0.352713178294574,0.187984496124031,153.39,272.58,0.255556974852807,0.335548559460424,0.133607669121044,0.061728571623345
ENSG00000004059,0.166666666666667,0.205426356589147,0.627906976744186,56.9089974632185,40.58,0.926954210297203,0.771267460908017,0.822508404435562,0.933693052411877
ENSG00000004139,0.385658914728682,0.451550387596899,0.162790697674419,140.462159646703,159.6,0.449879924942093,0.113483074383135,0.20132641253891,0.476912831308545
ENSG00000004142,0.37984496124031,0.401162790697674,0.218992248062016,105.11,136.64,0.466515231643059,0.209330979639242,0.463574352009238,0.596143382462114
ENSG00000004399,0.424418604651163,0.39922480620155,0.176356589147287,155.34,199.3,0.342550676878361,0.213778023530751,0.124944876218653,0.281346702520295
ENSG00000004455,0.548449612403101,0.337209302325581,0.114341085271318,84.23,240.26,0.0967897902026159,0.3814289078377,0.636401770535337,0.132142279870617
ENSG00000004468,0.602713178294574,0.172480620155039,0.224806201550388,55.96,472.508410573167,0.0453775151766969,0.84236293807917,0.827664943054103,1.56443445842314e-05
ENSG00000004478,0.403100775193798,0.401162790697674,0.195736434108527,131.421228584916,165.05,0.40061293961057,0.209330979639242,0.259058893525398,0.448513440523681
ENSG00000004487,0.377906976744186,0.488372093023256,0.133720930232558,115.09,132.59,0.472074819022817,0.0667905665373347,0.381372550659183,0.616583938459212
ENSG00000004534,0.459302325581395,0.329457364341085,0.21124031007752,67.94,143.63,0.255556974852807,0.405059009648235,0.755644187602933,0.5602703104834
ENSG00000004660,0.366279069767442,0.441860465116279,0.191860465116279,163.98,135.69,0.505508743924723,0.128945384730496,0.0912977053693681,0.600963978065638
ENSG00000004700,0.459302325581395,0.375968992248062,0.164728682170543,98.04,160.62,0.255556974852807,0.271258331087892,0.52298632849431,0.471584392115678
ENSG00000004766,0.317829457364341,0.451550387596899,0.23062015503876,123.77,118.54,0.64178818391098,0.113483074383135,0.313869945577954,0.684700823555414
ENSG00000004776,0.531007751937985,0.306201550387597,0.162790697674419,120.64,193.71678517145,0.120144203090013,0.477708821290168,0.337641289892203,0.306574796837185
ENSG00000004777,0.436046511627907,0.430232558139535,0.133720930232558,140.39,155.04,0.312287793725131,0.149354468166118,0.201754370968068,0.500771113942911
ENSG00000004779,0.346899224806202,0.476744186046512,0.176356589147287,136.76,129.708600807783,0.561030471267221,0.0795738322447186,0.223978171268701,0.63093501638712
ENSG00000004799,0.368217054263566,0.463178294573643,0.168604651162791,330.66,226.12,0.499932761753796,0.0967327443231556,6.25023070188746e-07,0.175984518986178
ENSG00000004809,0.391472868217054,0.189922480620155,0.418604651162791,101.63,160.12,0.433332240817651,0.806738487000478,0.492799037603333,0.474195796094764
ENSG00000004838,0.215116279069767,0.184108527131783,0.60077519379845,99.19,128.48,0.865212622467515,0.81912414716112,0.513322357008693,0.637000412523866
ENSG00000004846,0.356589147286822,0.145348837209302,0.498062015503876,39.87,171.06,0.533350763933412,0.888637470726737,0.900474994426428,0.417504753522124
ENSG00000004848,0.383720930232558,0.246124031007752,0.37015503875969,110.78,177.9,0.455416710999009,0.66289668822858,0.416445850186905,0.382838089371558
ENSG00000004864,0.459302325581395,0.358527131782946,0.182170542635659,95.721895169527,166.79,0.255556974852807,0.318914993245636,0.54241957079148,0.439494777041394
ENSG00000004866,0.430232558139535,0.37015503875969,0.199612403100775,98.75,133.549193331992,0.327277310373758,0.286744854428913,0.517021110389839,0.611769763559631
ENSG00000004897,0.484496124031008,0.387596899224806,0.127906976744186,87.49,139.37,0.200788040447071,0.241590284118153,0.610305235647875,0.582211458014444
ENSG00000004939,0.463178294573643,0.24031007751938,0.296511627906977,105.38,190.43,0.246653390221164,0.679561858376393,0.46131308675645,0.321878016406713
ENSG00000004948,0.377906976744186,0.187984496124031,0.434108527131783,71.54,169.21,0.472074819022817,0.810923390904642,0.731200350443166,0.427004597712508
ENSG00000004961,0.531007751937985,0.35077519379845,0.118217054263566,91.9947231731717,164.05,0.120144203090013,0.341167581443015,0.573434492899245,0.453708954013744
ENSG00000004975,0.447674418604651,0.410852713178295,0.141472868217054,87.85,154.982955434969,0.283241091660145,0.187925936559896,0.607390223769751,0.501069736246407
ENSG00000005001,0.531007751937985,0.286821705426357,0.182170542635659,93.38,249.77,0.120144203090013,0.538929038744356,0.561949623146506,0.107282299250974
ENSG00000005007,0.459302325581395,0.387596899224806,0.153100775193799,112.9,140.25026787784,0.255556974852807,0.241590284118153,0.399091979032608,0.577696220556898
ENSG00000005020,0.36046511627907,0.472868217054264,0.166666666666667,175,146.06,0.522225880660773,0.0842227694731486,0.0587701770779702,0.547666611523893
ENSG00000005022,0.372093023255814,0.437984496124031,0.189922480620155,144.08,151.22,0.488781926048611,0.135521822506884,0.180573656282337,0.520759089662206
ENSG00000005059,0.531007751937985,0.294573643410853,0.174418604651163,101.61,264.73,0.120144203090013,0.514470324792682,0.492967258268789,0.0752999005811081
ENSG00000005073,0.319767441860465,0.263565891472868,0.416666666666667,103.47,140.659432525426,0.636554924386053,0.61106849386976,0.4773320932275,0.575593936129181
ENSG00000005075,0.168604651162791,0.224806201550388,0.606589147286822,48.83,46.8592484101089,0.924995383604018,0.722199021432399,0.863313097888966,0.922411014433632
ENSG00000005100,0.478682170542636,0.339147286821705,0.182170542635659,99.7503706982652,188.41,0.212761035832219,0.375586067504579,0.508610118813325,0.331437493928802
ENSG00000005102,0.408914728682171,0.294573643410853,0.296511627906977,88.45,167.888042907473,0.384496266059521,0.514470324792682,0.602518532745855,0.433819283221544
ENSG00000005108,0.478682170542636,0.271317829457364,0.25,112.98,275.99,0.212761035832219,0.587316994486715,0.398440774869259,0.0564639168189136
ENSG00000005156,0.441860465116279,0.437984496124031,0.12015503875969,105.508879044452,138.86,0.29760269139326,0.135521822506884,0.460234153783201,0.584822537298704
ENSG00000005175,0.525193798449612,0.290697674418605,0.184108527131783,73.98,157.240074309263,0.128746985331937,0.526712271067387,0.713961704964268,0.489255225047721
ENSG00000005187,0.49031007751938,0.401162790697674,0.108527131782946,177.189251799695,251.03,0.189228791838995,0.209330979639242,0.0535522096957826,0.104260070459867
ENSG00000005189,0.38953488372093,0.498062015503876,0.112403100775194,169.55,156.56,0.438836632351222,0.0574036469236511,0.0734931455950526,0.492814441347732
ENSG00000005194,0.432170542635659,0.439922480620155,0.127906976744186,122.47,155.257214463409,0.322248220878175,0.132205413778618,0.323656669262992,0.499634016531168
ENSG00000005206,0.39922480620155,0.387596899224806,0.213178294573643,105.58,145,0.411454054342059,0.241590284118153,0.459638877367025,0.553171194937163
ENSG00000005238,0.414728682170543,0.372093023255814,0.213178294573643,135.97,154.18,0.368576825903027,0.281536342569005,0.228992768032728,0.505272982597601
ENSG00000005243,0.515503875968992,0.372093023255814,0.112403100775194,166.92,211.48,0.144016312462086,0.281536342569005,0.0815379186386742,0.230053358081726
ENSG00000005249,0.531007751937985,0.319767441860465,0.14922480620155,160.42,299.6600485598,0.120144203090013,0.435080740498201,0.104243337335734,0.0289954198612172
ENSG00000005302,0.439922480620155,0.426356589147287,0.133720930232558,105.77,129.016654055501,0.302462692227069,0.156612558832319,0.458049040634419,0.634355163237433
ENSG00000005339,0.513565891472868,0.430232558139535,0.0562015503875969,140.97,168.36,0.14721104778134,0.149354468166118,0.198329975839635,0.43138397755774
ENSG00000005379,0.38953488372093,0.424418604651163,0.186046511627907,132.71,172.16,0.438836632351222,0.160327258242317,0.250338339815547,0.411878568315804
ENSG00000005381,0.393410852713178,0.290697674418605,0.315891472868217,126.1,173.63,0.427840751374574,0.526712271067387,0.296656097827329,0.404388322391472
ENSG00000005421,0.36046511627907,0.189922480620155,0.449612403100775,41.03,181.68,0.522225880660773,0.806738487000478,0.896129647962611,0.364056630769973
ENSG00000005436,0.455426356589147,0.465116279069768,0.0794573643410854,111.81,141.3,0.264625611342703,0.094127392875532,0.407991898425074,0.572298404695137
ENSG00000005448,0.511627906976744,0.352713178294574,0.135658914728682,147.55,242.656156673767,0.150452945389925,0.335548559460424,0.161980231643324,0.125533051658604
ENSG00000005469,0.323643410852713,0.484496124031008,0.191860465116279,130.268351823771,121.22,0.62601248294868,0.0708621249249314,0.266990941785816,0.672099502022161
ENSG00000005471,0.364341085271318,0.375968992248062,0.25968992248062,147.787365691634,179.49,0.511083649993095,0.271258331087892,0.160755608089274,0.374901441405968
ENSG00000005483,0.344961240310078,0.381782945736434,0.273255813953488,136.89,132.36,0.566535161045749,0.256200406010997,0.223159004294343,0.617735664991521
