gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000154429,0.102564102564103,0.897435897435897,0,23.5,1.8,0.995183153567218,0.000939338823768288,0.0576036134675286,0.952703746807729
ENSG00000081154,0.128205128205128,0.871794871794872,0,21.33,2.68,0.992131714217777,0.00152854246410905,0.0990389746892021,0.946228816490167
ENSG00000082153,0.128205128205128,0.871794871794872,0,22.44,2.9,0.992131714217777,0.00152854246410905,0.0757219497237189,0.944505034947794
ENSG00000117335,0.128205128205128,0.871794871794872,0,15.7,1.9,0.992131714217777,0.00152854246410905,0.294802741469661,0.952001008792988
ENSG00000147650,0.102564102564103,0.871794871794872,0.0256410256410257,24.5,4,0.995183153567218,0.00152854246410905,0.0438173519118812,0.935223192714575
ENSG00000011198,0.153846153846154,0.846153846153846,0,23.7,2.3,0.987494396941799,0.00243804614893317,0.0546029768412362,0.949106105532323
ENSG00000059758,0.153846153846154,0.846153846153846,0,16.65,3.39,0.987494396941799,0.00243804614893317,0.252845034588395,0.940509002364996
ENSG00000065615,0.128205128205128,0.846153846153846,0.0256410256410257,16,2.7,0.992131714217777,0.00243804614893317,0.281211430961665,0.946073882593477
ENSG00000106052,0.153846153846154,0.846153846153846,0,15,2.1,0.987494396941799,0.00243804614893317,0.32763577651365,0.950570472680549
ENSG00000134996,0.153846153846154,0.846153846153846,0,20,3.2,0.987494396941799,0.00243804614893317,0.133407152960382,0.942084459408887
ENSG00000151247,0.153846153846154,0.846153846153846,0,16.98,4,0.987494396941799,0.00243804614893317,0.239042439086879,0.935223192714575
ENSG00000060138,0.17948717948718,0.82051282051282,0,29.2,4.89,0.980656031754315,0.00381207867610234,0.00984645318642052,0.926865971967177
ENSG00000091039,0.17948717948718,0.82051282051282,0,19.79,2.1,0.980656031754315,0.00381207867610234,0.139505947926424,0.950570472680549
ENSG00000101236,0.153846153846154,0.82051282051282,0.0256410256410257,25.1,5,0.987494396941799,0.00381207867610234,0.0369133269108312,0.925778214902717
ENSG00000103404,0.153846153846154,0.82051282051282,0.0256410256410257,19.2,3.28,0.987494396941799,0.00381207867610234,0.157642962534486,0.94142515303334
ENSG00000105329,0.17948717948718,0.82051282051282,0,48.7,8.9,0.980656031754315,0.00381207867610234,4.29062511075884e-07,0.878773631717433
ENSG00000110395,0.17948717948718,0.82051282051282,0,17.09,4.89,0.980656031754315,0.00381207867610234,0.234534811928193,0.926865971967177
ENSG00000111711,0.17948717948718,0.82051282051282,0,21.94,2.1,0.980656031754315,0.00381207867610234,0.085647872570894,0.950570472680549
ENSG00000113083,0.128205128205128,0.82051282051282,0.0512820512820513,37,8.2,0.992131714217777,0.00381207867610234,0.000378641915662281,0.888473039433072
ENSG00000119326,0.17948717948718,0.82051282051282,0,28.6,3.5,0.980656031754315,0.00381207867610234,0.012146272283687,0.939581657922273
ENSG00000122958,0.17948717948718,0.82051282051282,0,14.68,2.39,0.980656031754315,0.00381207867610234,0.343122410851799,0.94843596979332
ENSG00000127947,0.17948717948718,0.82051282051282,0,20.6,3.78,0.980656031754315,0.00381207867610234,0.117002344039566,0.937170089428238
ENSG00000133318,0.17948717948718,0.82051282051282,0,22.06,2.3,0.980656031754315,0.00381207867610234,0.0831811192072614,0.949106105532323
ENSG00000135823,0.17948717948718,0.82051282051282,0,15.67,2,0.980656031754315,0.00381207867610234,0.296178363547155,0.951289938323992
ENSG00000140299,0.153846153846154,0.82051282051282,0.0256410256410257,17.7,3,0.987494396941799,0.00381207867610234,0.210410139167539,0.943707211469939
ENSG00000140307,0.153846153846154,0.82051282051282,0.0256410256410257,19.47,3.09,0.987494396941799,0.00381207867610234,0.14915900482661,0.942981464492326
ENSG00000141580,0.153846153846154,0.82051282051282,0.0256410256410257,16.3,3,0.987494396941799,0.00381207867610234,0.267930127428868,0.943707211469939
ENSG00000152256,0.17948717948718,0.82051282051282,0,28.2,6.59,0.980656031754315,0.00381207867610234,0.0139264359425055,0.908645038626475
ENSG00000155959,0.17948717948718,0.82051282051282,0,21.04,3.79,0.980656031754315,0.00381207867610234,0.10591738684044,0.937082594615229
ENSG00000159346,0.128205128205128,0.82051282051282,0.0512820512820513,22.8,2.69,0.992131714217777,0.00381207867610234,0.0691360471017175,0.946151393664207
